row_label_raw,row_label_full,col_0,31/12/2023VND,01/01/2023VND,numeric__31/12/2023VND,numeric__01/01/2023VND
- Công ty CP Thủy điện Đắkdrinh,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Thủy điện Đắkdrinh,- Công ty CP Thủy điện Đắkdrinh,13.082.914.986,13.082.914.986,13082914986.0,13082914986.0
- Công ty CP Kỹ thuật điện Sông Đà,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Kỹ thuật điện Sông Đà,- Công ty CP Kỹ thuật điện Sông Đà,165.300.000,165.300.000,165300000.0,165300000.0
- Công ty CP Thủy điện Sơn Trà Sông Đà,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Thủy điện Sơn Trà Sông Đà,- Công ty CP Thủy điện Sơn Trà Sông Đà,1.536.000.000,1.536.000.000,1536000000.0,1536000000.0
- Công ty CP Sông Đà Đất Vàng,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Sông Đà Đất Vàng,- Công ty CP Sông Đà Đất Vàng,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
- Công ty CP Tư vấn Sông Đà Sao,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Tư vấn Sông Đà Sao,- Công ty CP Tư vấn Sông Đà Sao,300.000.000,300.000.000,300000000.0,300000000.0
- Công ty CP Sông Đà Nha Trang,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Sông Đà Nha Trang,- Công ty CP Sông Đà Nha Trang,5.930.749.831,5.930.749.831,5930749831.0,5930749831.0
- Công ty CP Công nghiệp Cao su COECCO,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Công nghiệp Cao su COECCO,- Công ty CP Công nghiệp Cao su COECCO,4.573.200.000,4.573.200.000,4573200000.0,4573200000.0
- Công ty CP Khai thác & Chế biến Khoáng sản Sông Đà,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Khai thác & Chế biến Khoáng sản Sông Đà,- Công ty CP Khai thác & Chế biến Khoáng sản Sông Đà,25.724.000.000,25.724.000.000,25724000000.0,25724000000.0
- Công ty CP Thủy điện Hồ Bốn,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Thủy điện Hồ Bốn,- Công ty CP Thủy điện Hồ Bốn,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0
- Công ty CP Thủy điện Hương Sơn,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Thủy điện Hương Sơn,- Công ty CP Thủy điện Hương Sơn,6.390.500.000,6.875.500.000,6390500000.0,6875500000.0
- Công ty CP Sông Đà 11,(c) Đầu tư góp vốn vào đơn vị khác > - Công ty CP Sông Đà 11,- Công ty CP Sông Đà 11,51.820.100.000,51.820.100.000,51820100000.0,51820100000.0
Cộng,(c) Đầu tư góp vốn vào đơn vị khác > Cộng,Cộng,172.567.765.095,173.052.765.095,172567765095.0,173052765095.0
